"Sex";"MaritalStatus";"Age";"Education";"Occupation";"YearsInSf";"DualIncome";"HouseholdMembers";"Under18";"HouseholdStatus";"TypeOfHome";"EthnicClass";"Language";"AnualIncome"
"6925";"Male";"5";3;"4";"1";"3";1;"1";0;"Rent";"3";"7";"1";19997
"6926";"Male";"5";2;"4";"9";"2";1;"?";0;"Live with Parents/Family";"5";"1";"3";9136
"6927";"Male";"5";4;"2";"3";"5";1;"1";0;"Rent";"3";"7";"1";19997
"6928";"2";"3";3;"4";"4";"2";1;"1";0;"Rent";"3";"7";"1";27591
"6929";"2";"2";3;"3";"1";"1";2;"4";0;"Rent";"3";"8";"1";19997
"6930";"Male";"5";2;"4";"1";"2";1;"1";0;"Rent";"3";"7";"1";21672
"6931";"Male";"5";5;"5";"1";"5";1;"2";0;"Rent";"3";"7";"1";46894
"6932";"Male";"2";2;"6";"1";"1";1;"2";0;"Rent";"5";"7";"1";46894
"6933";"Male";"5";4;"5";"1";"4";1;"2";0;"Rent";"3";"7";"1";46894
"6934";"2";"2";3;"5";"4";"2";2;"2";0;"Rent";"3";"7";"1";32171
"6935";"2";"5";3;"5";"1";"4";1;"1";0;"Rent";"3";"7";"1";32171
"6936";"2";"5";3;"6";"1";"1";1;"1";0;"Rent";"3";"7";"1";32171
"6937";"Male";"5";3;"4";"1";"3";1;"3";0;"Rent";"5";"7";"1";32171
"6938";"Male";"5";4;"4";"1";"5";1;"1";0;"Rent";"3";"7";"1";32171
"6939";"2";"5";3;"4";"5";"5";1;"4";1;"Live with Parents/Family";"1";"7";"1";27591
"6940";"Male";"5";2;"4";"1";"2";1;"1";0;"Rent";"3";"7";"1";32171
"6941";"Male";"5";2;"4";"6";"2";1;"3";0;"Rent";"3";"7";"1";9136
"6942";"Male";"5";2;"4";"3";"2";1;"5";0;"Rent";"5";"7";"1";11703
"6943";"Male";"5";2;"4";"9";"5";1;"2";0;"Rent";"3";"7";"1";9136
"6944";"2";"5";2;"5";"6";"5";1;"1";0;"Rent";"3";"7";"1";9136
"6945";"2";"2";2;"4";"6";"3";1;"2";0;"Rent";"1";"7";"1";11703
"6946";"Male";"5";2;"4";"6";"5";1;"1";0;"Rent";"3";"7";"1";9136
"6947";"Male";"5";2;"4";"6";"3";1;"3";0;"Rent";"3";"7";"1";9136
"6948";"2";"5";2;"4";"6";"2";1;"5";0;"Rent";"3";"7";"1";9136
"6949";"Male";"5";3;"5";"1";"2";1;"2";0;"Rent";"1";"7";"1";27591
"6950";"2";"2";3;"5";"1";"3";1;"1";0;"Rent";"3";"8";"1";9136
"6951";"2";"5";3;"2";"1";"5";1;"1";0;"Rent";"3";"8";"1";21672
"6952";"Male";"5";3;"6";"4";"5";1;"1";0;"Rent";"3";"7";"1";19997
"6953";"Male";"5";4;"6";"6";"3";1;"1";0;"Rent";"3";"7";"1";11703
"6954";"2";"5";2;"6";"4";"2";1;"1";0;"Rent";"3";"7";"1";19997
"6955";"2";"5";3;"4";"1";"3";1;"3";0;"Rent";"5";"7";"1";32171
"6956";"Male";"5";2;"4";"6";"2";1;"3";0;"Rent";"3";"7";"1";9136
"6957";"Male";"5";3;"6";"1";"5";1;"1";0;"Rent";"3";"2";"1";32171
"6958";"Male";"5";2;"4";"3";"5";1;"2";0;"Rent";"3";"7";"1";11703
"6959";"Male";"5";4;"6";"1";"5";1;"2";1;"Rent";"3";"?";"1";27591
"6960";"2";"2";2;"4";"6";"5";1;"2";0;"Rent";"3";"7";"1";11703
"6961";"Male";"2";2;"4";"9";"2";3;"2";0;"Rent";"3";"7";"1";9136
"6962";"2";"5";2;"3";"6";"5";1;"?";0;"Rent";"5";"7";"1";9136
"6963";"Male";"2";3;"3";"3";"4";3;"3";1;"Rent";"3";"8";"1";19997
"6964";"Male";"5";4;"4";"1";"5";1;"1";0;"Rent";"3";"7";"1";9136
"6965";"Male";"3";4;"4";"?";"5";1;"2";0;"Rent";"3";"3";"1";21672
"6966";"2";"5";3;"5";"1";"1";1;"3";0;"Rent";"3";"7";"1";19997
"6967";"Male";"1";4;"5";"1";"5";2;"2";0;"Rent";"3";"7";"1";46894
"6968";"Male";"5";4;"6";"8";"3";1;"1";0;"Rent";"3";"7";"1";27591
"6969";"Male";"3";4;"5";"1";"3";1;"2";0;"Rent";"1";"7";"1";21672
"6970";"2";"5";3;"4";"4";"3";1;"3";1;"Rent";"1";"7";"1";19997
"6971";"2";"5";2;"4";"6";"2";1;"3";0;"Rent";"3";"7";"1";9136
"6972";"Male";"5";4;"6";"1";"5";1;"1";0;"Own";"1";"7";"1";11703
"6973";"Male";"5";2;"5";"4";"1";1;"3";0;"Rent";"3";"7";"1";19997
"6974";"2";"5";2;"5";"9";"2";1;"3";0;"Rent";"3";"7";"1";19997
"6975";"2";"1";3;"4";"4";"4";2;"4";2;"Rent";"3";"7";"1";19997
"6976";"Male";"5";4;"4";"9";"5";1;"1";0;"Rent";"3";"7";"?";9136
"6977";"Male";"5";3;"5";"1";"3";1;"?";0;"Rent";"3";"7";"1";11703
"6978";"Male";"5";4;"6";"3";"2";1;"1";0;"Rent";"3";"7";"1";19997
"6979";"Male";"5";2;"4";"9";"2";1;"1";0;"Rent";"3";"7";"1";9136
"6980";"Male";"5";3;"4";"1";"4";1;"1";0;"Rent";"3";"7";"1";32171
"6981";"2";"2";2;"5";"6";"5";1;"2";0;"Rent";"3";"8";"1";19997
"6982";"2";"3";4;"6";"1";"5";1;"2";0;"Own";"5";"7";"1";32171
"6983";"Male";"3";4;"3";"9";"4";1;"1";0;"Rent";"3";"7";"1";9136
"6984";"Male";"2";3;"3";"9";"2";1;"2";0;"Rent";"3";"7";"1";21672
"6985";"2";"5";3;"5";"2";"2";1;"1";0;"Rent";"3";"7";"1";46894
"6986";"2";"2";3;"3";"2";"3";1;"3";0;"Rent";"5";"7";"1";19997
"6987";"Male";"5";3;"4";"1";"1";1;"1";0;"Rent";"3";"7";"1";9460
"6988";"Male";"5";2;"4";"2";"1";1;"2";0;"Rent";"3";"8";"1";9136
"6989";"Male";"3";3;"3";"1";"5";1;"1";0;"Rent";"3";"7";"1";46894
"6990";"2";"3";5;"6";"1";"5";1;"1";0;"Rent";"3";"7";"1";11703
"6991";"Male";"5";4;"6";"9";"2";1;"1";0;"Rent";"3";"7";"1";9136
"6992";"Male";"2";4;"6";"1";"2";2;"2";0;"Rent";"1";"7";"1";46894
"6993";"2";"1";4;"5";"5";"3";3;"4";2;"Own";"1";"5";"1";66994
"6994";"2";"5";3;"5";"1";"2";1;"1";0;"Rent";"3";"7";"1";21672
"6995";"2";"5";3;"5";"1";"5";1;"1";0;"Own";"1";"8";"1";66994
"6996";"2";"1";6;"6";"1";"5";2;"2";0;"Own";"5";"7";"1";76004
"6997";"2";"2";4;"5";"1";"5";2;"3";1;"Rent";"1";"7";"1";46894
"6998";"2";"2";3;"6";"1";"4";1;"2";0;"Rent";"3";"7";"1";32171
"6999";"Male";"5";2;"4";"6";"5";1;"7";0;"Own";"1";"7";"1";27591
"7000";"2";"5";2;"3";"1";"5";1;"2";1;"Rent";"3";"7";"1";21672
"7001";"2";"2";3;"4";"4";"5";2;"4";0;"Rent";"1";"7";"1";32171
"7002";"2";"?";1;"2";"6";"5";1;"3";0;"Live with Parents/Family";"1";"7";"1";9136
"7003";"2";"?";1;"2";"6";"2";3;"5";3;"Live with Parents/Family";"1";"7";"1";9136
"7004";"2";"5";2;"4";"1";"5";1;"3";0;"Rent";"1";"7";"1";9136
"7005";"2";"5";3;"2";"2";"5";1;"1";0;"Rent";"2";"1";"3";21672
"7006";"2";"?";1;"2";"6";"5";1;"3";1;"Live with Parents/Family";"2";"2";"1";9136
"7007";"Male";"1";5;"5";"7";"5";3;"2";0;"Rent";"3";"6";"3";46894
"7008";"Male";"5";2;"3";"6";"2";1;"2";0;"Rent";"3";"7";"2";11703
"7009";"2";"2";4;"2";"5";"4";3;"2";0;"Live with Parents/Family";"1";"2";"1";11703
"7010";"Male";"5";3;"4";"6";"5";1;"5";1;"Live with Parents/Family";"1";"7";"?";9136
"7011";"2";"3";4;"4";"4";"5";1;"3";0;"Own";"1";"7";"2";21672
"7012";"Male";"5";2;"2";"3";"5";1;"2";0;"Live with Parents/Family";"3";"7";"1";9136
"7013";"2";"5";2;"3";"2";"4";1;"3";0;"Rent";"5";"8";"1";11703
"7014";"2";"5";2;"2";"4";"5";1;"3";1;"Rent";"3";"2";"1";9136
"7015";"2";"5";1;"2";"6";"5";1;"4";1;"Live with Parents/Family";"1";"7";"1";9136
"7016";"Male";"5";2;"3";"2";"5";1;"3";1;"Live with Parents/Family";"1";"7";"1";9136
"7017";"Male";"5";3;"4";"3";"3";1;"3";0;"Rent";"5";"7";"1";9136
"7018";"Male";"3";2;"3";"?";"2";1;"1";0;"Rent";"3";"7";"1";9136
"7019";"2";"2";3;"4";"2";"3";1;"2";0;"Rent";"2";"1";"1";27591
"7020";"Male";"2";3;"5";"4";"3";1;"2";0;"Rent";"2";"7";"1";32171
"7021";"2";"1";4;"5";"2";"5";3;"2";0;"Own";"1";"3";"1";66994
"7022";"Male";"3";2;"5";"9";"2";1;"1";0;"Live with Parents/Family";"?";"3";"1";66994
"7023";"2";"1";4;"4";"1";"5";2;"6";3;"Rent";"1";"5";"2";66994
"7024";"2";"5";5;"4";"4";"5";1;"4";0;"Own";"1";"2";"3";66994
"7025";"Male";"2";4;"4";"1";"5";1;"2";0;"Rent";"2";"4";"3";66994
"7026";"2";"4";5;"3";"1";"5";1;"1";0;"Own";"1";"8";"1";66994
"7027";"2";"2";3;"6";"1";"5";1;"2";0;"Rent";"2";"7";"1";76004
"7028";"Male";"5";2;"1";"?";"1";1;"5";1;"Own";"1";"7";"1";66994
"7029";"Male";"3";6;"2";"2";"5";1;"1";0;"Rent";"3";"3";"1";21672
"7030";"2";"1";7;"4";"8";"5";3;"2";0;"Own";"2";"5";"2";32171
"7031";"2";"1";5;"?";"1";"4";2;"3";1;"Own";"1";"5";"2";46894
"7032";"2";"5";1;"2";"6";"4";1;"3";1;"Live with Parents/Family";"1";"5";"2";9136
"7033";"Male";"2";4;"3";"3";"5";3;"2";0;"?";"3";"5";"2";21672
"7034";"2";"3";6;"3";"4";"4";1;"8";0;"Rent";"5";"7";"1";27591
"7035";"Male";"5";4;"6";"7";"5";1;"1";0;"Rent";"3";"3";"3";46894
"7036";"Male";"3";4;"5";"7";"5";1;"1";0;"Rent";"2";"3";"1";32171
"7037";"2";"3";6;"4";"1";"5";1;"3";2;"Rent";"2";"5";"1";66994
"7038";"Male";"3";5;"6";"1";"3";1;"1";0;"Own";"1";"3";"1";76004
"7039";"2";"4";7;"3";"8";"5";1;"1";0;"Own";"4";"7";"?";11703
"7040";"2";"5";7;"3";"8";"5";1;"1";0;"Own";"?";"7";"1";27591
"7041";"Male";"1";6;"3";"3";"?";3;"3";0;"Own";"1";"8";"3";46894
"7042";"2";"1";6;"2";"5";"?";3;"3";1;"Own";"1";"8";"3";46894
"7043";"Male";"2";3;"3";"4";"1";1;"2";0;"Rent";"3";"3";"1";21672
"7044";"Male";"5";4;"3";"3";"5";1;"1";0;"Rent";"3";"3";"?";27591
"7045";"Male";"?";4;"3";"4";"5";1;"1";0;"Rent";"2";"3";"1";27591
"7046";"Male";"3";6;"3";"3";"3";1;"1";0;"?";"3";"3";"1";32171
"7047";"2";"1";4;"5";"1";"4";2;"4";2;"Rent";"2";"3";"1";46894
"7048";"Male";"5";2;"3";"5";"5";1;"1";0;"Rent";"3";"2";"1";27591
"7049";"Male";"2";3;"3";"4";"2";1;"2";0;"Rent";"3";"7";"1";32171
"7050";"Male";"5";2;"3";"4";"3";1;"1";0;"Rent";"2";"7";"1";27591
"7051";"2";"?";2;"3";"4";"?";1;"2";0;"Rent";"2";"7";"1";32171
"7052";"Male";"1";3;"5";"1";"5";2;"4";2;"Rent";"1";"7";"1";46894
"7053";"Male";"3";6;"3";"3";"4";1;"1";0;"Rent";"3";"7";"1";32171
"7054";"Male";"1";7;"5";"8";"5";1;"2";0;"Rent";"?";"7";"?";46894
"7055";"Male";"3";7;"5";"8";"5";1;"?";0;"Own";"2";"7";"?";27591
"7056";"Male";"5";4;"3";"4";"5";1;"1";0;"Rent";"2";"5";"1";27591
"7057";"Male";"5";2;"3";"7";"2";1;"1";0;"Rent";"2";"5";"?";27591
"7058";"Male";"5";2;"3";"4";"5";1;"?";0;"Rent";"3";"5";"?";27591
"7059";"Male";"5";4;"6";"7";"5";1;"1";0;"Rent";"2";"7";"1";66994
"7060";"Male";"3";4;"?";"3";"5";1;"1";0;"Rent";"3";"5";"1";21672
"7061";"2";"2";4;"3";"4";"5";1;"2";0;"Rent";"3";"7";"1";32171
"7062";"Male";"1";4;"5";"1";"5";2;"4";1;"Rent";"1";"7";"1";46894
"7063";"2";"1";2;"3";"4";"5";2;"4";2;"Rent";"3";"7";"1";27591
"7064";"Male";"5";3;"3";"4";"2";1;"2";1;"Rent";"3";"7";"1";32171
"7065";"Male";"1";3;"3";"4";"5";2;"2";0;"Rent";"3";"5";"1";27591
"7066";"2";"5";2;"3";"?";"5";1;"5";2;"Live with Parents/Family";"1";"5";"?";27591
"7067";"2";"5";2;"3";"4";"4";1;"1";0;"Rent";"3";"5";"?";27591
"7068";"Male";"5";2;"4";"2";"5";1;"1";0;"Rent";"3";"5";"?";19997
"7069";"Male";"3";4;"4";"1";"3";1;"1";0;"?";"3";"5";"2";46894
"7070";"2";"5";2;"2";"5";"4";1;"1";0;"Rent";"3";"5";"?";27591
"7071";"Male";"2";3;"4";"7";"3";1;"2";0;"Rent";"3";"5";"2";11703
"7072";"Male";"5";2;"2";"2";"4";1;"1";0;"Rent";"3";"5";"2";11703
"7073";"Male";"1";2;"3";"7";"2";2;"4";2;"Rent";"1";"5";"1";11703
"7074";"2";"1";4;"5";"4";"5";2;"3";1;"Rent";"3";"5";"1";46894
"7075";"Male";"5";3;"5";"1";"5";1;"1";0;"Rent";"?";"5";"1";46894
"7076";"Male";"1";3;"3";"2";"5";2;"2";0;"Rent";"3";"5";"2";11703
"7077";"2";"3";3;"3";"4";"5";1;"?";0;"Rent";"3";"5";"?";27591
"7078";"2";"1";2;"3";"4";"5";2;"2";0;"Rent";"3";"5";"1";19997
"7079";"2";"1";5;"5";"1";"5";2;"2";0;"Own";"2";"3";"1";46894
"7080";"Male";"5";3;"?";"?";"4";1;"1";0;"Rent";"3";"3";"?";21672
"7081";"2";"3";5;"6";"1";"4";1;"3";2;"Rent";"3";"3";"?";46894
"7082";"Male";"3";4;"4";"4";"5";1;"1";0;"Own";"2";"3";"?";32171
"7083";"Male";"1";2;"3";"4";"5";2;"2";0;"Rent";"?";"3";"?";27591
"7084";"2";"?";1;"2";"6";"2";1;"3";1;"Live with Parents/Family";"3";"3";"1";9136
"7085";"Male";"5";6;"6";"1";"5";1;"1";0;"Own";"2";"7";"?";66994
"7086";"2";"1";6;"5";"1";"5";2;"5";3;"Own";"2";"3";"1";66994
"7087";"Male";"3";4;"5";"1";"4";1;"1";0;"Rent";"3";"7";"1";66994
"7088";"Male";"1";4;"6";"1";"5";3;"4";2;"Own";"1";"?";"1";46894
"7089";"Male";"1";5;"5";"1";"5";2;"5";1;"Own";"1";"7";"1";66994
"7090";"Male";"2";5;"5";"1";"4";1;"3";0;"Rent";"2";"5";"?";46894
"7091";"Male";"5";1;"2";"6";"5";1;"3";1;"Live with Parents/Family";"1";"3";"1";9136
"7092";"Male";"2";5;"2";"3";"2";3;"2";0;"Rent";"2";"5";"2";27591
"7093";"Male";"5";2;"2";"3";"2";1;"2";0;"?";"3";"5";"2";19997
"7094";"Male";"2";4;"5";"3";"5";2;"4";2;"Own";"1";"5";"1";32171
"7095";"2";"5";1;"2";"6";"2";1;"3";1;"Live with Parents/Family";"1";"7";"1";9136
"7096";"2";"1";3;"4";"2";"2";3;"3";1;"Rent";"2";"7";"2";27591
"7097";"Male";"3";4;"3";"5";"?";1;"1";0;"Rent";"4";"7";"1";27591
"7098";"Male";"2";3;"3";"3";"5";1;"2";0;"Rent";"1";"7";"1";27591
"7099";"2";"?";2;"3";"9";"5";3;"1";0;"?";"3";"7";"2";9136
"7100";"Male";"1";2;"4";"1";"2";2;"2";0;"Rent";"2";"5";"2";66994
"7101";"Male";"4";7;"5";"8";"5";1;"1";0;"Own";"1";"7";"1";66994
"7102";"Male";"5";1;"2";"9";"4";1;"2";1;"Rent";"3";"3";"1";9136
"7103";"2";"3";4;"4";"7";"1";1;"1";0;"?";"5";"3";"1";19997
"7104";"2";"5";1;"2";"?";"2";1;"4";2;"Live with Parents/Family";"?";"5";"3";9136
"7105";"2";"1";7;"6";"8";"5";3;"2";0;"Own";"2";"7";"1";76004
"7106";"2";"?";1;"2";"6";"2";3;"6";4;"Live with Parents/Family";"?";"5";"3";9136
"7107";"Male";"5";2;"3";"6";"5";1;"7";3;"Own";"1";"7";"1";46894
"7108";"2";"5";5;"3";"4";"5";1;"3";0;"Live with Parents/Family";"1";"7";"?";32171
"7109";"2";"3";5;"4";"4";"5";1;"?";0;"Rent";"3";"7";"1";21672
"7110";"Male";"1";4;"5";"1";"5";1;"4";2;"Rent";"3";"5";"1";46894
"7111";"2";"1";6;"4";"1";"5";2;"4";0;"Own";"1";"7";"1";46894
"7112";"2";"5";4;"5";"4";"5";1;"5";2;"Rent";"1";"5";"2";32171
"7113";"Male";"5";2;"3";"6";"5";1;"3";1;"Live with Parents/Family";"1";"7";"?";46894
"7114";"Male";"?";2;"4";"6";"5";1;"6";0;"Live with Parents/Family";"1";"7";"?";66994
"7115";"2";"1";7;"5";"8";"5";1;"2";0;"Rent";"3";"5";"1";46894
"7116";"Male";"4";7;"3";"8";"5";1;"1";0;"Own";"1";"7";"1";21672
"7117";"2";"1";7;"5";"8";"5";3;"2";0;"Own";"2";"7";"1";21672
"7118";"Male";"4";6;"4";"8";"5";1;"1";0;"Own";"2";"7";"1";32171
"7119";"2";"3";6;"4";"5";"5";1;"2";0;"Rent";"3";"7";"?";21672
"7120";"Male";"5";1;"2";"6";"5";1;"7";3;"Live with Parents/Family";"1";"7";"?";9136
"7121";"Male";"5";2;"3";"6";"5";1;"6";3;"Live with Parents/Family";"1";"3";"1";66994
"7122";"Male";"2";3;"3";"3";"5";1;"5";1;"Own";"1";"7";"1";66994
"7123";"2";"4";7;"5";"8";"5";1;"1";0;"Rent";"3";"7";"1";32171
"7124";"Male";"1";6;"5";"1";"5";2;"4";0;"Own";"1";"7";"1";66994
"7125";"Male";"1";5;"3";"1";"5";2;"5";1;"Own";"1";"7";"1";66994
"7126";"2";"1";4;"4";"4";"5";2;"6";3;"Own";"1";"7";"?";66994
"7127";"Male";"2";5;"5";"5";"5";1;"2";0;"Rent";"3";"7";"1";32171
"7128";"2";"1";4;"4";"4";"5";2;"4";2;"Rent";"1";"7";"1";32171
"7129";"2";"4";7;"4";"8";"5";1;"1";0;"Rent";"3";"7";"1";21672
"7130";"2";"1";7;"5";"8";"5";1;"2";0;"Own";"2";"7";"1";46894
"7131";"2";"1";4;"4";"4";"5";2;"2";0;"Rent";"3";"7";"?";46894
"7132";"2";"1";4;"4";"4";"5";2;"2";0;"Rent";"3";"3";"1";27591
"7133";"2";"1";4;"4";"4";"5";2;"5";3;"Rent";"1";"7";"?";66994
"7134";"2";"1";3;"3";"5";"5";1;"2";0;"Rent";"3";"7";"1";21672
"7135";"2";"1";5;"5";"1";"5";2;"9";4;"Own";"1";"3";"1";76004
"7136";"2";"1";5;"4";"1";"5";2;"2";0;"Rent";"3";"3";"1";66994
"7137";"Male";"2";3;"3";"3";"5";1;"3";1;"Rent";"1";"5";"2";27591
"7138";"Male";"3";5;"3";"3";"5";1;"1";0;"Rent";"3";"3";"1";46894
"7139";"Male";"2";3;"3";"9";"5";1;"4";2;"Rent";"1";"7";"1";11703
"7140";"Male";"1";5;"4";"1";"5";2;"6";2;"Own";"1";"3";"1";66994
"7141";"Male";"?";2;"4";"6";"4";1;"8";2;"Live with Parents/Family";"1";"3";"1";76004
"7142";"2";"3";6;"5";"4";"5";1;"1";0;"Rent";"3";"7";"?";27591
"7143";"Male";"5";4;"5";"1";"5";1;"1";0;"Rent";"3";"7";"1";46894
"7144";"Male";"3";6;"5";"1";"5";1;"2";0;"Own";"1";"7";"1";46894
"7145";"Male";"3";5;"3";"3";"5";1;"1";0;"Own";"2";"7";"1";46894
"7146";"2";"1";4;"4";"2";"5";2;"4";2;"Own";"1";"7";"1";21672
"7147";"2";"5";3;"6";"1";"4";1;"2";0;"Rent";"3";"7";"1";21672
"7148";"Male";"5";1;"1";"6";"5";1;"4";0;"Live with Parents/Family";"1";"2";"1";9136
"7149";"Male";"5";2;"3";"1";"5";1;"6";2;"Rent";"1";"7";"1";9136
"7150";"Male";"5";3;"4";"1";"5";1;"1";0;"Rent";"1";"7";"1";11703
"7151";"Male";"5";1;"2";"6";"4";1;"4";2;"Live with Parents/Family";"1";"8";"1";9136
"7152";"Male";"5";1;"2";"6";"3";1;"5";2;"Live with Parents/Family";"1";"2";"3";9136
"7153";"2";"1";3;"5";"2";"5";3;"3";1;"Own";"1";"7";"1";66994
"7154";"2";"3";4;"6";"1";"5";1;"2";0;"Own";"1";"3";"1";46894
"7155";"Male";"5";1;"4";"1";"5";1;"2";2;"Live with Parents/Family";"1";"7";"1";19997
"7156";"Male";"?";2;"3";"6";"5";1;"4";0;"Live with Parents/Family";"1";"7";"1";66994
"7157";"2";"1";6;"2";"8";"4";3;"2";0;"Own";"1";"7";"1";11703
"7158";"Male";"1";4;"3";"2";"5";2;"3";1;"Own";"1";"7";"1";66994
"7159";"2";"2";2;"5";"4";"5";1;"2";0;"Rent";"2";"7";"?";19997
"7160";"Male";"2";5;"5";"7";"5";1;"4";2;"Own";"1";"7";"?";66994
"7161";"Male";"1";2;"5";"4";"5";2;"2";0;"Rent";"2";"7";"?";19997
"7162";"Male";"1";4;"3";"3";"5";2;"5";2;"Own";"1";"?";"?";76004
"7163";"Male";"1";4;"3";"1";"5";1;"?";0;"?";"?";"?";"?";76004
"7164";"2";"1";5;"3";"4";"5";2;"3";1;"Own";"1";"7";"1";76004
"7165";"Male";"1";3;"3";"3";"2";2;"3";1;"Own";"1";"7";"1";76004
"7166";"Male";"1";4;"3";"1";"5";2;"4";1;"Own";"1";"7";"1";66994
"7167";"2";"1";3;"3";"4";"5";2;"4";2;"Own";"1";"7";"1";66994
"7168";"Male";"5";2;"3";"2";"4";1;"4";0;"Live with Parents/Family";"?";"7";"1";27591
"7169";"2";"3";4;"5";"1";"5";1;"2";1;"Own";"2";"7";"1";32171
"7170";"2";"5";2;"4";"2";"2";1;"1";0;"Rent";"3";"7";"?";11703
"7171";"2";"1";3;"3";"3";"2";1;"1";0;"Rent";"3";"7";"?";27591
"7172";"2";"1";6;"3";"4";"5";2;"2";0;"Own";"1";"7";"1";66994
"7173";"Male";"1";4;"5";"1";"5";2;"5";2;"Rent";"3";"3";"1";46894
"7174";"2";"1";3;"5";"4";"5";2;"2";0;"Rent";"2";"4";"3";27591
"7175";"Male";"1";4;"4";"2";"2";2;"3";1;"Rent";"1";"2";"3";46894
"7176";"2";"4";6;"5";"7";"2";1;"?";0;"Own";"1";"4";"3";27591
"7177";"Male";"1";4;"5";"3";"5";1;"4";2;"Own";"1";"7";"1";46894
"7178";"Male";"1";4;"5";"3";"4";2;"3";1;"Own";"1";"7";"1";76004
"7179";"Male";"1";4;"5";"3";"5";2;"2";0;"Own";"1";"7";"?";76004
"7180";"2";"1";4;"3";"1";"5";2;"?";0;"Own";"1";"7";"1";66994
"7181";"Male";"4";6;"4";"2";"5";1;"1";0;"Rent";"1";"5";"1";32171
"7182";"2";"4";7;"?";"8";"5";1;"1";0;"Rent";"3";"5";"?";9136
"7183";"Male";"5";3;"4";"3";"2";1;"1";0;"Rent";"3";"7";"?";27591
"7184";"Male";"5";4;"5";"1";"5";1;"1";0;"Rent";"3";"2";"1";32171
"7185";"2";"1";7;"5";"8";"5";3;"2";0;"Own";"1";"5";"2";21672
"7186";"2";"2";5;"3";"?";"5";1;"2";0;"Rent";"1";"5";"2";46894
"7187";"Male";"2";4;"4";"5";"5";3;"3";1;"?";"3";"3";"1";32171
"7188";"2";"3";5;"6";"1";"5";1;"1";1;"Rent";"1";"1";"1";66994
"7189";"2";"4";7;"6";"8";"5";1;"1";0;"Own";"4";"2";"1";66994
"7190";"Male";"4";7;"5";"8";"5";1;"1";0;"Own";"2";"3";"1";21672
"7191";"2";"1";4;"5";"1";"4";2;"3";1;"Own";"1";"7";"1";66994
"7192";"2";"5";2;"3";"4";"5";1;"?";0;"Rent";"3";"3";"1";19997
"7193";"Male";"5";1;"2";"6";"2";1;"4";2;"Live with Parents/Family";"1";"2";"?";9136
"7194";"2";"2";2;"4";"2";"5";1;"2";0;"Rent";"3";"7";"1";66994
"7195";"2";"5";3;"5";"2";"2";1;"1";0;"Rent";"3";"2";"1";46894
"7196";"Male";"1";4;"6";"1";"5";2;"3";1;"Own";"2";"7";"1";76004
"7197";"Male";"1";4;"6";"1";"5";2;"4";2;"Own";"2";"7";"1";76004
"7198";"2";"4";6;"3";"8";"5";1;"1";0;"Own";"1";"7";"?";32171
"7199";"2";"4";6;"3";"8";"5";1;"1";0;"Own";"1";"7";"1";32171
"7200";"2";"1";4;"4";"4";"5";1;"2";0;"Own";"2";"3";"1";66994
"7201";"Male";"5";3;"6";"1";"4";1;"1";0;"Own";"2";"7";"1";76004
"7202";"2";"1";4;"4";"4";"5";2;"2";0;"Own";"2";"3";"1";66994
"7203";"Male";"5";3;"6";"1";"4";1;"1";0;"Rent";"2";"7";"1";76004
"7204";"2";"1";5;"5";"2";"5";2;"4";2;"Own";"1";"7";"1";76004
"7205";"2";"1";5;"5";"1";"2";2;"4";2;"Own";"1";"7";"1";76004
"7206";"Male";"1";5;"6";"1";"4";2;"2";0;"Own";"1";"3";"1";76004
"7207";"2";"3";5;"5";"1";"4";1;"1";0;"Rent";"3";"5";"2";46894
"7208";"Male";"1";5;"6";"1";"5";2;"2";0;"Own";"1";"3";"1";76004
"7209";"2";"1";4;"4";"5";"5";1;"2";0;"Own";"1";"2";"1";66994
"7210";"2";"1";4;"4";"5";"5";3;"3";1;"Rent";"1";"2";"1";66994
"7211";"2";"3";5;"5";"1";"5";1;"1";0;"Rent";"3";"5";"1";46894
"7212";"2";"4";7;"3";"8";"5";1;"1";0;"Own";"1";"7";"1";27591
"7213";"2";"4";7;"3";"8";"5";1;"1";0;"Own";"1";"7";"1";21672
"7214";"2";"5";1;"2";"6";"5";1;"4";2;"Live with Parents/Family";"1";"7";"1";9136
"7215";"Male";"4";7;"4";"8";"3";1;"1";0;"Rent";"3";"5";"2";27591
"7216";"Male";"2";2;"3";"3";"2";1;"2";0;"Rent";"1";"5";"2";66994
"7217";"2";"1";6;"3";"8";"5";3;"2";0;"Own";"1";"3";"?";66994
"7218";"Male";"2";3;"5";"1";"5";1;"2";0;"Rent";"3";"3";"1";66994
"7219";"2";"1";4;"5";"2";"2";2;"3";1;"Own";"2";"5";"1";46894
"7220";"2";"1";3;"5";"2";"5";2;"5";3;"Own";"2";"5";"2";66994
"7221";"2";"1";4;"5";"1";"2";2;"2";0;"Own";"1";"7";"1";66994
"7222";"2";"1";4;"3";"4";"3";2;"?";3;"?";"1";"1";"1";76004
"7223";"2";"1";4;"6";"1";"5";2;"3";1;"Own";"2";"7";"1";66994
"7224";"Male";"3";5;"5";"1";"3";1;"1";0;"Own";"1";"7";"1";76004
"7225";"Male";"1";5;"6";"1";"4";2;"2";0;"Own";"2";"3";"1";76004
"7226";"Male";"1";3;"5";"2";"2";2;"4";2;"?";"1";"2";"?";76004
"7227";"2";"1";6;"3";"5";"4";3;"1";0;"Own";"1";"7";"1";66994
